step,reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,sensor_corruption_rate,incident_active,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
320.0,-0.5,256,0,0.0,256,1.0,0.0,0,19,0,2,119,138,0,2.0,0.10526315789473684,7.075508440421821,0,0.0,0.7523066212987436,1,3.0,0.3439810718464196,0,0.0,0.9646188399331355,1,12.0,0.17743403016197376,2,15.0
325.0,-1.75,260,0,0.0,260,1.0,0.0,0,23,0,7,120,143,0,27.0,1.173913043478261,7.521416943252009,2,4.0,0.5711688511211512,3,16.0,0.43085233882763513,0,0.0,0.5006476861593838,2,11.0,0.16215634054377118,7,31.0
330.0,-1.25,264,0,0.0,264,1.0,0.0,0,22,0,5,123,145,0,32.0,1.4545454545454546,7.229605016871031,2,14.0,0.4405672059997575,1,17.0,0.5227653664693579,1,4.0,0.49759069554581536,1,9.0,0.1077831135548045,5,44.0
335.0,-1.0,268,0,0.0,268,1.0,0.0,0,21,0,4,125,146,0,40.0,1.9047619047619047,6.133313322425793,1,12.0,0.11517002284531372,2,20.0,0.39310959017146485,0,0.0,0.532265909307093,1,8.0,0.0,4,40.0
340.0,-0.75,272,0,0.0,272,1.0,0.0,0,22,0,3,127,149,0,22.0,1.0,7.165045847376575,1,17.0,0.46444956200457393,2,16.0,0.20923710994457698,0,2.0,0.8691778950418472,0,2.0,0.9104159020206635,3,37.0
345.0,-0.25,276,0,0.0,276,1.0,0.0,0,22,0,1,129,151,0,3.0,0.13636363636363635,9.535299484846215,1,3.0,0.6233406710637154,0,8.0,0.4153774754706844,0,2.0,0.9423746269066591,0,4.0,0.864987498612096,1,17.0
350.0,-0.5,280,0,0.0,280,1.0,0.0,0,21,0,2,131,152,0,9.0,0.42857142857142855,8.651238055501684,1,8.0,0.4772999465340858,0,2.0,0.933324432950629,0,2.0,0.18106567806688464,1,5.0,0.6672765818649972,2,17.0
355.0,-0.75,284,0,0.0,284,1.0,0.0,0,21,0,3,132,153,0,10.0,0.47619047619047616,7.090902680450199,0,2.0,0.1308919651379697,0,2.0,0.9291914024283295,3,12.0,0.24701462088388382,0,2.0,0.6545687775114049,3,18.0
360.0,-1.5,288,0,0.0,288,1.0,0.0,0,21,0,6,132,153,0,32.0,1.5238095238095237,6.561537090029067,0,0.0,0.4334840841664316,1,4.0,0.0015683887679911912,3,29.0,0.4736620762766825,2,5.0,0.36905896032907826,6,38.0
365.0,-0.75,292,0,0.0,292,1.0,0.0,0,20,0,3,133,153,0,10.0,0.5,5.295810290257409,0,0.0,0.009979920828696105,1,9.0,0.0,0,24.0,0.49442330894352965,2,12.0,0.24242855857092405,3,45.0
370.0,-0.75,296,0,0.0,296,1.0,0.0,0,22,0,3,135,157,0,21.0,0.9545454545454546,8.162265507266719,1,5.0,0.6570442721815778,1,14.0,0.6647392459597579,1,6.0,0.518187308461781,0,6.0,0.25837841240007925,3,31.0
375.0,-0.5,300,0,0.0,300,1.0,0.0,0,23,0,2,135,158,0,12.0,0.5217391304347826,9.836620409156733,1,10.0,0.7351417179381052,0,0.0,0.9455772311579267,1,2.0,0.08892580094823314,0,1.0,0.6498296598794924,2,13.0
380.0,-1.25,304,0,0.0,304,1.0,0.0,0,20,0,5,139,159,0,30.0,1.5,7.668006779351801,2,17.0,0.30903334519798703,0,0.0,0.43890260696237776,3,13.0,3.631002150498555e-05,0,2.0,0.9388655109458556,5,32.0
385.0,-1.25,308,0,0.0,308,1.0,0.0,0,16,0,5,144,160,0,37.0,2.3125,6.036020745200455,3,31.0,0.25158681661057797,2,6.0,0.3195400548622597,0,13.0,0.12546630655221677,0,2.0,0.846947979182838,5,52.0
390.0,-0.5,312,0,0.0,312,1.0,0.0,0,16,0,2,146,162,0,5.0,0.3125,6.874422883963415,1,21.0,0.42835169284485897,0,5.0,0.45276821471306344,0,0.0,1.0,1,4.0,0.0001202766852826337,2,30.0
395.0,0.0,316,0,0.0,316,1.0,0.0,0,15,0,0,148,163,0,0.0,0.0,10.506224077695743,0,3.0,0.5500283806080172,0,0.0,0.9243692900034792,0,2.0,0.8400419544560547,0,2.0,0.898172766514719,0,7.0
400.0,0.0,320,0,0.0,320,1.0,0.0,0,19,0,0,148,167,0,0.0,0.0,12.053226209767734,0,0.0,0.9615838728292238,0,0.0,1.0,0,2.0,0.9034892779195481,0,2.0,0.9255852341235115,0,4.0
405.0,-0.25,324,0,0.0,324,1.0,0.0,0,17,0,1,151,168,0,2.0,0.11764705882352941,8.393005568994704,0,0.0,0.9690103221217025,0,0.0,0.9729767343528152,0,2.0,0.622483195051223,1,4.0,0.3468889212364652,1,6.0
410.0,-1.0,328,0,0.0,328,1.0,0.0,0,17,0,4,152,169,0,13.0,0.7647058823529411,4.022434593316352,0,0.0,1.0,0,0.0,0.7314971792948554,4,15.0,0.23705253060705508,0,5.0,0.10685896259952592,4,20.0
415.0,-1.75,332,0,0.0,332,1.0,0.0,0,21,0,7,152,173,0,23.0,1.0952380952380953,6.002138453974804,0,0.0,0.937046897785693,1,2.0,0.66244704440441,6,33.0,0.08379420188938272,0,0.0,0.45656816562419883,7,35.0
420.0,-1.0,336,0,0.0,336,1.0,0.0,0,21,0,4,152,173,0,34.0,1.619047619047619,7.822942866864385,0,0.0,0.95966428226771,0,0.0,0.7041225627194542,4,44.0,0.1464552396900381,0,0.0,1.0,4,44.0
